Country Name,CCA3,Year,Population,Country Name_wb,Country Code,Region,IncomeGroup,"Birth rate, crude (per 1,000 people)","Death rate, crude (per 1,000 people)",Electric power consumption (kWh per capita),GDP (USD),GDP per capita (USD),Individuals using the Internet (% of population),"Infant mortality rate (per 1,000 live births)",Life expectancy at birth (years),Population density (people per sq. km of land area),Unemployment (% of total labor force) (modeled ILO estimate)
Benin,BEN,1973,3113675.0,Benin,BEN,Sub-Saharan Africa,Low income,47.066,22.256,18.6275,504376000.0,161.987,,147.1,43.781,27.6133,
Burkina Faso,BFA,1973,5930483.0,Burkina Faso,BFA,Sub-Saharan Africa,Low income,47.734,23.575,,674774000.0,113.781,,140.2,40.493,21.6757,
Bangladesh,BGD,1973,68691185.0,Bangladesh,BGD,South Asia,Lower middle income,46.117,19.12,15.4056,8086730000.0,119.56,,147.3,46.773,519.609,
Bulgaria,BGR,1973,8620967.0,Bulgaria,BGR,Europe & Central Asia,Upper middle income,16.2,9.5,2683.11,,,,25.1,71.3422,77.9261,
Bahrain,BHR,1973,239527.0,Bahrain,BHR,Middle East & North Africa,High income: nonOECD,34.991,5.925,2087.45,,,,43.6,65.757,347.141,
"Bahamas, The",BHS,1973,181488.0,"Bahamas, The",BHS,Latin America & Caribbean,High income: nonOECD,26.423,6.378,,670900000.0,3696.07,,26.8,66.397,18.1336,
Bosnia and Herzegovina,BIH,1973,3897255.0,Bosnia and Herzegovina,BIH,Europe & Central Asia,Upper middle income,21.961,6.491,,,,,,67.867,76.1183,
Belarus,BLR,1973,9257272.0,Belarus,BLR,Europe & Central Asia,Upper middle income,15.672,9.225,,,,,,70.0824,45.6383,
Belize,BLZ,1973,129294.0,Belize,BLZ,Latin America & Caribbean,Upper middle income,42.118,7.825,,78343600.0,605.933,,62.7,66.939,5.6683,
Bermuda,BMU,1973,53800.0,Bermuda,BMU,North America,High income: nonOECD,,6.8,,269500000.0,5009.29,,,,996.296,
Bolivia,BOL,1973,4798509.0,Bolivia,BOL,Latin America & Caribbean,Lower middle income,41.721,18.685,173.843,1262970000.0,263.892,,133.0,46.893,4.41791,
Brazil,BRA,1973,102584278.0,Brazil,BRA,Latin America & Caribbean,Upper middle income,33.409,9.468,554.628,79279100000.0,775.273,,94.8,60.132,12.2347,
Barbados,BRB,1973,242976.0,Barbados,BRB,Latin America & Caribbean,High income: nonOECD,20.024,8.712,,,,,35.1,69.436,565.277,
Brunei Darussalam,BRN,1973,148560.0,Brunei Darussalam,BRN,East Asia & Pacific,High income: nonOECD,36.127,7.398,1582.36,433092000.0,2916.21,,,64.196,28.1806,
Bhutan,BTN,1973,328312.0,Bhutan,BTN,South Asia,Lower middle income,47.734,22.231,,,,,165.1,41.263,6.99831,
Botswana,BWA,1973,768512.0,Botswana,BWA,Sub-Saharan Africa,Upper middle income,44.75,12.434,,244129000.0,353.855,,75.7,55.398,1.21736,
Central African Republic,CAF,1973,1936841.0,Central African Republic,CAF,Sub-Saharan Africa,Low income,41.986,20.828,,271183000.0,143.116,,130.8,44.695,3.0416,
Canada,CAN,1973,22369408.0,Canada,CAN,North America,High income: OECD,15.6,7.4,10241.9,131000000000.0,5838.66,,15.9,73.1627,2.47339,
Switzerland,CHE,1973,6307347.0,Switzerland,CHE,Europe & Central Asia,High income: OECD,13.9,9.0,5010.19,,,,12.8,73.941,159.567,
Channel Islands,CHI,1973,124725.0,Channel Islands,CHI,Europe & Central Asia,High income: nonOECD,13.285,11.897,,,,,,72.133,629.924,
Chile,CHL,1973,10096295.0,Chile,CHL,Latin America & Caribbean,High income: OECD,26.884,7.991,757.854,16836300000.0,1640.03,,63.4,64.231,13.8068,
China,CHN,1973,881940000.0,China,CHN,East Asia & Pacific,Upper middle income,27.93,7.04,175.934,139000000000.0,157.09,,69.4,62.281,93.9408,
Cote d'Ivoire,CIV,1973,6013862.0,Cote d'Ivoire,CIV,Sub-Saharan Africa,Lower middle income,50.81,18.632,114.525,2508420000.0,429.413,,147.4,46.64,18.3695,
Cameroon,CMR,1973,7060603.0,Cameroon,CMR,Sub-Saharan Africa,Lower middle income,45.025,18.039,152.988,1758730000.0,249.364,,115.3,48.135,14.92,
"Congo, Dem. Rep.",COD,1973,21689239.0,"Congo, Dem. Rep.",COD,Sub-Saharan Africa,Low income,46.439,19.706,167.355,7870240000.0,362.844,,143.3,44.804,9.5677,
"Congo, Rep.",COG,1973,1496047.0,"Congo, Rep.",COG,Sub-Saharan Africa,Lower middle income,43.946,14.443,62.8177,541973000.0,374.126,,81.3,51.888,4.24198,
Colombia,COL,1973,23674504.0,Colombia,COL,Latin America & Caribbean,Upper middle income,33.647,7.534,432.713,10315800000.0,448.034,,63.5,63.578,20.7522,
Comoros,COM,1973,244208.0,Comoros,COM,Sub-Saharan Africa,Low income,45.182,18.179,,,,,142.4,47.001,131.224,
Cabo Verde,CPV,1973,273005.0,Cabo Verde,CPV,Sub-Saharan Africa,Lower middle income,40.505,13.064,,,,,93.6,55.631,67.2625,
Costa Rica,CRI,1973,1995743.0,Costa Rica,CRI,Latin America & Caribbean,Upper middle income,29.855,5.973,676.03,1528920000.0,767.33,,46.9,67.541,39.023,
Cuba,CUB,1973,9176052.0,Cuba,CUB,Latin America & Caribbean,Upper middle income,25.334,6.252,547.239,9987710000.0,1088.13,,27.2,71.255,85.4637,
Curacao,CUW,1973,146912.0,Curacao,CUW,Latin America & Caribbean,High income: nonOECD,,,4478.87,,,,,,330.883,
Cayman Islands,CYM,1973,10784.0,Cayman Islands,CYM,Latin America & Caribbean,High income: nonOECD,,,,,,,,,44.925,
Cyprus,CYP,1973,635111.0,Cyprus,CYP,Europe & Central Asia,High income: nonOECD,18.647,8.215,1218.69,,,,,73.302,68.7345,
Czech Republic,CZE,1973,9922266.0,Czech Republic,CZE,Europe & Central Asia,High income: OECD,18.3,12.5,3729.99,,,,,70.0227,128.41,
Germany,DEU,1973,78936666.0,Germany,DEU,Europe & Central Asia,High income: OECD,10.3,12.2,4654.99,397000000000.0,5027.66,,19.7,71.0167,226.095,
Djibouti,DJI,1973,190568.0,Djibouti,DJI,Middle East & North Africa,Lower middle income,44.411,13.752,,,,,,50.982,8.22123,
Dominica,DMA,1973,71744.0,Dominica,DMA,Latin America & Caribbean,Upper middle income,32.7,,,,,,29.6,,95.6507,
Denmark,DNK,1973,5021861.0,Denmark,DNK,Europe & Central Asia,High income: OECD,14.3,10.1,3428.21,30730600000.0,6119.37,,11.6,73.6822,118.524,
Dominican Republic,DOM,1973,4889436.0,Dominican Republic,DOM,Latin America & Caribbean,Upper middle income,38.973,9.553,400.249,2344800000.0,480.053,,80.1,59.764,101.107,
Algeria,DZA,1973,15804428.0,Algeria,DZA,Middle East & North Africa,Upper middle income,46.593,15.633,158.754,8715110000.0,554.755,,136.7,51.676,6.59594,
Ecuador,ECU,1973,6611916.0,Ecuador,ECU,Latin America & Caribbean,Upper middle income,39.121,10.799,163.269,3891760000.0,588.337,,88.2,59.745,23.8941,
"Egypt, Arab Rep.",EGY,1973,37488067.0,"Egypt, Arab Rep.",EGY,Middle East & North Africa,Lower middle income,40.332,15.042,197.363,10098500000.0,273.699,,154.0,53.408,37.0652,
Eritrea,ERI,1973,1965160.0,Eritrea,ERI,Sub-Saharan Africa,Low income,45.943,19.67,,,,,,44.316,14.0966,
Spain,ESP,1973,34988947.0,Spain,ESP,Europe & Central Asia,High income: OECD,19.2,8.5,1873.68,78425900000.0,2241.45,,,72.6107,70.0087,
Estonia,EST,1973,1405951.0,Estonia,EST,Europe & Central Asia,High income: OECD,15.1,11.1,,,,,,69.7246,33.167,
Ethiopia,ETH,1973,31025115.0,Ethiopia,ETH,Sub-Saharan Africa,Low income,48.482,20.879,17.7532,,,,143.8,43.693,31.0367,
Finland,FIN,1973,4666081.0,Finland,FIN,Europe & Central Asia,High income: OECD,12.2,9.3,6046.83,19486800000.0,4176.27,,11.4,71.2237,15.3192,
Fiji,FJI,1973,554107.0,Fiji,FJI,East Asia & Pacific,Upper middle income,33.088,7.075,,425963000.0,768.695,,43.4,62.633,30.3305,
France,FRA,1973,53441264.0,France,FRA,Europe & Central Asia,High income: OECD,15.9,10.6,3162.77,264000000000.0,4969.76,,13.2,72.3561,97.1714,
Faroe Islands,FRO,1973,40486.0,Faroe Islands,FRO,Europe & Central Asia,High income: nonOECD,20.5,7.7,,,,,,74.4976,28.9305,
Gabon,GAB,1973,624621.0,Gabon,GAB,Sub-Saharan Africa,Upper middle income,37.227,18.932,260.065,722781000.0,1160.31,,,49.612,2.41751,
United Kingdom,GBR,1973,56194527.0,United Kingdom,GBR,Europe & Central Asia,High income: OECD,13.9,11.9,4671.72,193000000000.0,3426.28,,16.6,72.3244,232.276,
Georgia,GEO,1973,4242500.0,Georgia,GEO,Europe & Central Asia,Lower middle income,18.826,9.06,,,,,,68.401,74.2241,
Ghana,GHA,1973,9350111.0,Ghana,GHA,Sub-Saharan Africa,Lower middle income,44.965,15.26,386.367,2465490000.0,259.702,,116.4,50.206,41.7226,
Guinea,GIN,1973,4324360.0,Guinea,GIN,Sub-Saharan Africa,Low income,46.076,26.151,,,,,187.5,37.624,17.733,
"Gambia, The",GMB,1973,489861.0,"Gambia, The",GMB,Sub-Saharan Africa,Low income,47.434,22.6,,75188000.0,148.173,,121.4,40.485,50.1415,
Guinea-Bissau,GNB,1973,756280.0,Guinea-Bissau,GNB,Sub-Saharan Africa,Low income,43.736,22.722,,89374200.0,119.777,,,41.597,26.5353,
Equatorial Guinea,GNQ,1973,281021.0,Equatorial Guinea,GNQ,Sub-Saharan Africa,High income: nonOECD,42.033,26.12,,81203200.0,292.47,,,40.732,9.89825,
Greece,GRC,1973,8929086.0,Greece,GRC,Europe & Central Asia,High income: OECD,15.4,8.7,1547.97,22347800000.0,2502.81,,24.5,71.8149,69.2714,
Grenada,GRD,1973,93630.0,Grenada,GRD,Latin America & Caribbean,Upper middle income,28.693,8.2,,,,,,66.395,275.497,
Greenland,GRL,1973,49000.0,Greenland,GRL,Europe & Central Asia,High income: nonOECD,19.2,,,140154000.0,2860.28,,,,0.143401,
Guatemala,GTM,1973,6104530.0,Guatemala,GTM,Latin America & Caribbean,Lower middle income,45.07,13.44,144.974,2569200000.0,420.868,,107.1,54.181,56.9665,
Guam,GUM,1973,89464.0,Guam,GUM,East Asia & Pacific,High income: nonOECD,31.279,5.297,,,,,,66.86,165.674,
Guyana,GUY,1973,729916.0,Guyana,GUY,Latin America & Caribbean,Lower middle income,34.269,8.576,,307048000.0,420.662,,54.9,62.005,3.71062,
"Hong Kong SAR, China",HKG,1973,4241600.0,"Hong Kong SAR, China",HKG,East Asia & Pacific,High income: nonOECD,19.4,5.0,1416.45,8030120000.0,1893.18,,,72.1098,4158.43,
Honduras,HND,1973,2968994.0,Honduras,HND,Latin America & Caribbean,Lower middle income,46.676,13.594,143.483,912499950.0,307.344,,90.7,54.439,26.5349,
Croatia,HRV,1973,4478000.0,Croatia,HRV,Europe & Central Asia,High income: nonOECD,15.1,10.2,,,,,,69.0292,79.9528,
Haiti,HTI,1973,4960657.0,Haiti,HTI,Latin America & Caribbean,Low income,38.638,17.548,20.1276,466800000.0,94.9046,,150.4,47.559,178.47,
Hungary,HUN,1973,10432055.0,Hungary,HUN,Europe & Central Asia,High income: OECD,15.0,11.8,1955.51,,,,34.6,69.518,115.95,
Indonesia,IDN,1973,124242298.0,Indonesia,IDN,East Asia & Pacific,Lower middle income,37.966,13.005,15.8213,16273300000.0,131.025,,103.7,54.288,68.5591,
Isle of Man,IMN,1973,57900.0,Isle of Man,IMN,Europe & Central Asia,High income: nonOECD,14.4,16.4,,,,,,,101.612,
India,IND,1973,593058926.0,India,IND,South Asia,Lower middle income,38.202,15.838,100.632,85515300000.0,143.779,,136.6,49.722,200.044,
Ireland,IRL,1973,3085950.0,Ireland,IRL,Europe & Central Asia,High income: OECD,22.3,11.1,2143.26,7490130000.0,2427.17,,17.9,71.3456,44.7953,
"Iran, Islamic Rep.",IRN,1973,30904271.0,"Iran, Islamic Rep.",IRN,Middle East & North Africa,Upper middle income,41.42,13.809,383.586,27081700000.0,876.269,,114.7,53.513,18.975,
Iraq,IRQ,1973,10951166.0,Iraq,IRQ,Middle East & North Africa,Upper middle income,43.642,10.541,305.272,5134370000.0,468.854,,71.1,60.086,25.038,
Iceland,ISL,1973,212317.0,Iceland,ISL,Europe & Central Asia,High income: OECD,21.7,7.0,9895.58,1156180000.0,5445.52,,11.3,74.451,2.11788,
Israel,ISR,1973,3278000.0,Israel,ISR,Middle East & North Africa,High income: OECD,27.0,7.0,2497.56,11309800000.0,3450.2,,,71.6934,151.479,
Italy,ITA,1973,54751406.0,Italy,ITA,Europe & Central Asia,High income: OECD,16.0,10.0,2457.73,175000000000.0,3194.68,,24.5,72.0263,186.16,
Jamaica,JAM,1973,1966700.0,Jamaica,JAM,Latin America & Caribbean,Upper middle income,31.963,7.32,1001.03,1905920000.0,968.959,,40.3,68.791,181.623,
Jordan,JOR,1973,1945626.0,Jordan,JOR,Middle East & North Africa,Upper middle income,48.084,9.029,173.472,943701000.0,484.336,,57.4,62.215,22.0812,
Japan,JPN,1973,108079000.0,Japan,JPN,East Asia & Pacific,High income: OECD,19.4,6.6,4091.0,432000000000.0,3997.84,,11.2,73.7576,294.815,
Kazakhstan,KAZ,1973,13382211.0,Kazakhstan,KAZ,Europe & Central Asia,Upper middle income,25.633,9.088,,,,,65.4,63.0609,5.06464,
Kenya,KEN,1973,12529852.0,Kenya,KEN,Sub-Saharan Africa,Lower middle income,50.935,13.943,84.6772,2502140000.0,198.57,,87.2,54.218,22.1401,
Kyrgyz Republic,KGZ,1973,3153800.0,Kyrgyz Republic,KGZ,Europe & Central Asia,Lower middle income,31.768,10.696,,,,,,61.0929,16.4432,
Cambodia,KHM,1973,7447285.0,Cambodia,KHM,East Asia & Pacific,Low income,41.333,32.166,,702899000.0,94.3585,,,32.667,42.2005,
Kiribati,KIR,1973,53604.0,Kiribati,KIR,East Asia & Pacific,Lower middle income,32.785,13.142,,31710700.0,592.136,,90.1,53.633,66.1148,
St. Kitts and Nevis,KNA,1973,44316.0,St. Kitts and Nevis,KNA,Latin America & Caribbean,High income: nonOECD,,,,24196000.0,546.05,,54.0,,126.603,
"Korea, Rep.",KOR,1973,34103149.0,"Korea, Rep.",KOR,East Asia & Pacific,High income: OECD,28.3,7.8,397.089,13841900000.0,405.883,,39.8,63.4073,353.547,
Kuwait,KWT,1973,908520.0,Kuwait,KWT,Middle East & North Africa,High income: nonOECD,45.87,5.529,3709.0,5408290000.0,5971.83,,45.0,67.02,50.8213,
Lebanon,LBN,1973,2480419.0,Lebanon,LBN,Middle East & North Africa,Upper middle income,31.293,7.637,649.491,,,,45.6,66.789,242.614,
Liberia,LBR,1973,1535229.0,Liberia,LBR,Sub-Saharan Africa,Low income,48.715,23.24,,,,,181.7,41.346,15.7222,
Libya,LBY,1973,2430755.0,Libya,LBY,Middle East & North Africa,Upper middle income,48.898,11.005,370.255,,,,80.7,58.902,1.38147,
St. Lucia,LCA,1973,107466.0,St. Lucia,LCA,Latin America & Caribbean,Upper middle income,37.382,8.265,,,,,43.4,65.04,175.934,
Liechtenstein,LIE,1973,22563.0,Liechtenstein,LIE,Europe & Central Asia,High income: nonOECD,17.7,7.8,,165931000.0,7354.1,,,,141.019,
Sri Lanka,LKA,1973,13252087.0,Sri Lanka,LKA,South Asia,Lower middle income,28.827,7.193,66.4804,2875620000.0,216.995,,51.8,65.321,211.323,
Lesotho,LSO,1973,1099235.0,Lesotho,LSO,Sub-Saharan Africa,Lower middle income,44.343,15.68,,121182000.0,109.878,,124.9,52.129,36.3267,
Lithuania,LTU,1973,3244438.0,Lithuania,LTU,Europe & Central Asia,High income: nonOECD,16.0,9.0,,,,,16.8,71.3322,51.7619,
Luxembourg,LUX,1973,350450.0,Luxembourg,LUX,Europe & Central Asia,High income: OECD,10.8,12.0,11796.3,2701870000.0,7709.73,,16.0,70.3582,,
Latvia,LVA,1973,2415819.0,Latvia,LVA,Europe & Central Asia,High income: nonOECD,14.1,11.6,,,,,,69.8134,38.842,
"Macao SAR, China",MAC,1973,246947.0,"Macao SAR, China",MAC,East Asia & Pacific,High income: nonOECD,9.943,5.393,,,,,,70.897,12347.4,
St. Martin (French part),MAF,1973,5915.0,St. Martin (French part),MAF,Latin America & Caribbean,High income: nonOECD,,,,,,,,,117.059,
Morocco,MAR,1973,17049165.0,Morocco,MAR,Middle East & North Africa,Lower middle income,40.624,13.508,152.154,6242180000.0,364.636,,114.1,53.676,38.1997,
Monaco,MCO,1973,24439.0,Monaco,MCO,Europe & Central Asia,High income: nonOECD,,,,523553000.0,21422.8,,,,12219.5,
Moldova,MDA,1973,3174000.0,Moldova,MDA,Europe & Central Asia,Lower middle income,19.634,9.626,,,,,47.4,65.213,110.565,
Madagascar,MDG,1973,7142627.0,Madagascar,MDG,Sub-Saharan Africa,Low income,47.936,19.504,,1653060000.0,231.436,,96.2,46.203,12.2823,
Maldives,MDV,1973,127791.0,Maldives,MDV,South Asia,Upper middle income,47.521,18.67,,,,,149.8,46.52,425.67,
Mexico,MEX,1973,57280587.0,Mexico,MEX,Latin America & Caribbean,Upper middle income,41.183,8.918,582.377,55280000000.0,981.459,,69.8,62.845,28.9742,
Marshall Islands,MHL,1973,23439.0,Marshall Islands,MHL,East Asia & Pacific,Upper middle income,,,,,,,54.2,,,
"Macedonia, FYR",MKD,1973,1768992.0,North Macedonia,MKD,Europe & Central Asia,Upper middle income,23.208,7.039,,,,,,67.474,69.5632,
Mali,MLI,1973,6256187.0,Mali,MLI,Sub-Saharan Africa,Low income,50.331,29.835,,563684000.0,90.1002,,173.7,34.493,5.12722,
Malta,MLT,1973,302200.0,Malta,MLT,Middle East & North Africa,High income: nonOECD,17.4,9.7,1207.81,345602000.0,1143.62,,21.2,71.9274,944.375,
Myanmar,MMR,1973,28347341.0,Myanmar,MMR,East Asia & Pacific,Lower middle income,38.613,15.524,22.7784,,,,112.3,50.098,44.7381,
Montenegro,MNE,1973,530220.0,Montenegro,MNE,Europe & Central Asia,Upper middle income,20.258,6.969,,,,,,71.392,39.4216,
Mongolia,MNG,1973,1397304.0,Mongolia,MNG,East Asia & Pacific,Upper middle income,42.614,13.9,,,,,,56.477,0.899421,
Northern Mariana Islands,MNP,1973,14492.0,Northern Mariana Islands,MNP,East Asia & Pacific,High income: nonOECD,,,,,,,,,,
Mozambique,MOZ,1973,9827580.0,Mozambique,MOZ,Sub-Saharan Africa,Low income,47.105,22.625,57.8157,,,,179.9,42.135,12.2951,
Mauritania,MRT,1973,1253874.0,Mauritania,MRT,Sub-Saharan Africa,Lower middle income,45.476,14.822,,333732000.0,266.101,,103.0,51.539,1.2168,
Mauritius,MUS,1973,864819.0,Mauritius,MUS,Sub-Saharan Africa,Upper middle income,23.0,7.8,180.385,,,,57.4,63.6855,426.019,
Malawi,MWI,1973,4996940.0,Malawi,MWI,Sub-Saharan Africa,Low income,51.931,24.136,,444282000.0,87.2276,,191.6,41.262,54.0238,
Malaysia,MYS,1973,11592698.0,Malaysia,MYS,East Asia & Pacific,Upper middle income,32.505,6.696,374.979,7663000000.0,661.023,,37.5,65.775,35.2842,
Namibia,NAM,1973,855380.0,Namibia,NAM,Sub-Saharan Africa,Upper middle income,43.754,13.523,,,,,64.5,54.262,1.08864,
New Caledonia,NCL,1973,128500.0,New Caledonia,NCL,East Asia & Pacific,High income: nonOECD,33.3,7.8,,542295000.0,4220.19,,,64.3756,7.02954,
Niger,NER,1973,4902006.0,Niger,NER,Sub-Saharan Africa,Low income,56.409,27.972,,946385000.0,193.055,,136.0,36.402,3.87002,
Nigeria,NGA,1973,60110433.0,Nigeria,NGA,Sub-Saharan Africa,Lower middle income,46.97,21.826,35.2992,15162900000.0,252.233,,154.0,42.276,66.0042,
Nicaragua,NIC,1973,2629505.0,Nicaragua,NIC,Latin America & Caribbean,Lower middle income,46.096,12.423,221.7,1093570000.0,414.436,,109.5,55.307,21.927,
Netherlands,NLD,1973,13439322.0,Netherlands,NLD,Europe & Central Asia,High income: OECD,14.5,8.2,3612.31,71840900000.0,5345.58,,11.3,74.1439,398.084,
Norway,NOR,1973,3960612.0,Norway,NOR,Europe & Central Asia,High income: OECD,15.5,10.1,15541.8,22534300000.0,5689.59,,11.6,74.4422,10.8437,
Nepal,NPL,1973,12764957.0,Nepal,NPL,South Asia,Low income,42.416,21.005,5.75777,972102000.0,75.637,,165.8,42.588,89.8756,
New Zealand,NZL,1973,2961300.0,New Zealand,NZL,East Asia & Pacific,High income: OECD,20.5,8.6,5525.95,12802300000.0,4323.2,,15.8,71.6683,11.2464,
Oman,OMN,1973,806991.0,Oman,OMN,Middle East & North Africa,High income: nonOECD,48.443,14.586,50.8063,483034000.0,598.565,,129.2,52.811,2.60739,
Pakistan,PAK,1973,63059481.0,Pakistan,PAK,South Asia,Lower middle income,42.627,14.272,101.253,6324880000.0,100.237,,135.5,54.171,81.8537,
Panama,PAN,1973,1653256.0,Panama,PAN,Latin America & Caribbean,Upper middle income,35.763,6.841,630.288,1913793399.0,1157.62,,44.0,67.02,22.2385,
Peru,PER,1973,14447648.0,Peru,PER,Latin America & Caribbean,Upper middle income,40.381,12.203,411.95,10994400000.0,752.223,,96.5,56.36,11.4186,
Philippines,PHL,1973,39026082.0,Philippines,PHL,East Asia & Pacific,Lower middle income,38.204,7.875,321.915,10082900000.0,258.385,,54.5,63.197,130.848,
Palau,PLW,1973,12046.0,Palau,PLW,East Asia & Pacific,Upper middle income,,,,,,,,,,
Papua New Guinea,PNG,1973,2729580.0,Papua New Guinea,PNG,East Asia & Pacific,Lower middle income,41.029,16.225,,1299110000.0,434.599,,91.4,48.105,6.60072,
Poland,POL,1973,33357200.0,Poland,POL,Europe & Central Asia,High income: OECD,18.0,8.4,2264.73,,,,27.0,70.6634,108.907,
Puerto Rico,PRI,1973,2878786.0,Puerto Rico,PRI,Latin America & Caribbean,High income: nonOECD,23.3,6.5,,7002400000.0,2432.41,,,72.4647,324.553,
"Korea, Dem. People’s Rep.",PRK,1973,15593351.0,North Korea,PRK,East Asia & Pacific,Low income,31.137,8.1,963.295,,,,,62.161,129.502,
Portugal,PRT,1973,8633100.0,Portugal,PRT,Europe & Central Asia,High income: OECD,20.0,11.1,994.776,15092100000.0,1748.16,,43.3,67.5244,94.3508,
Paraguay,PRY,1973,2659088.0,Paraguay,PRY,Latin America & Caribbean,Upper middle income,35.8,7.129,104.534,995532000.0,374.342,,56.4,65.806,6.69374,
French Polynesia,PYF,1973,122356.0,French Polynesia,PYF,East Asia & Pacific,High income: nonOECD,33.847,8.069,,431254000.0,3516.34,,,61.149,33.509,
Qatar,QAT,1973,142241.0,Qatar,QAT,Middle East & North Africa,High income: nonOECD,34.858,4.515,2953.88,793884000.0,5583.42,,42.0,69.758,12.2469,
Romania,ROU,1973,20835681.0,Romania,ROU,Europe & Central Asia,Upper middle income,18.2,9.8,1906.92,,,,37.2,69.0056,90.4562,
Russian Federation,RUS,1973,132669000.0,Russian Federation,RUS,Europe & Central Asia,High income: nonOECD,15.171,9.473,,,,,27.7,68.2946,8.09453,
Rwanda,RWA,1973,4102321.0,Rwanda,RWA,Sub-Saharan Africa,Low income,51.281,20.129,,290746000.0,70.8031,,138.8,44.945,166.453,
Saudi Arabia,SAU,1973,6714095.0,Saudi Arabia,SAU,Middle East & North Africa,High income: nonOECD,46.143,12.834,414.784,14947400000.0,2226.99,,103.1,55.981,3.12227,
Sudan,SDN,1973,11343926.0,Sudan,SDN,Sub-Saharan Africa,Lower middle income,47.018,14.08,32.3005,3571670000.0,236.617,,94.0,53.184,,
Senegal,SEN,1973,4664444.0,Senegal,SEN,Sub-Saharan Africa,Lower middle income,49.502,22.714,80.245,1863400000.0,399.809,,118.7,41.445,24.2078,
Singapore,SGP,1973,2193000.0,Singapore,SGP,East Asia & Pacific,High income: nonOECD,22.0,5.4,1599.18,3696210000.0,1685.46,,17.8,69.4403,3273.13,
Solomon Islands,SLB,1973,179349.0,Solomon Islands,SLB,East Asia & Pacific,Lower middle income,47.623,10.587,,55272100.0,308.257,,61.6,58.522,6.40604,
Sierra Leone,SLE,1973,2863739.0,Sierra Leone,SLE,Sub-Saharan Africa,Low income,47.594,27.194,,575230000.0,197.447,,182.3,37.572,40.3622,
El Salvador,SLV,1973,3958323.0,El Salvador,SLV,Latin America & Caribbean,Lower middle income,41.629,12.475,203.568,1442320000.0,363.83,,97.1,55.793,190.133,
San Marino,SMR,1973,19466.0,San Marino,SMR,Europe & Central Asia,High income: nonOECD,,,,,,,,,326.1,
Somalia,SOM,1973,3506008.0,Somalia,SOM,Sub-Saharan Africa,Low income,45.756,22.031,,507028000.0,144.345,,,42.111,5.59923,
South Sudan,SSD,1973,3918922.0,South Sudan,SSD,Sub-Saharan Africa,Low income,49.819,26.868,,,,,,36.974,,
Sao Tome and Principe,STP,1973,79022.0,Sao Tome and Principe,STP,Sub-Saharan Africa,Lower middle income,40.933,12.253,,,,,57.3,57.04,82.775,
Suriname,SUR,1973,368344.0,Suriname,SUR,Latin America & Caribbean,Upper middle income,34.274,8.376,,339450000.0,930.217,,,63.724,2.3392,
