Country,Year,Population,Next Population,Growth Rate,Country Code,Region,IncomeGroup,"Birth rate, crude (per 1,000 people)","Death rate, crude (per 1,000 people)",Electric power consumption (kWh per capita),GDP (USD),GDP per capita (USD),Individuals using the Internet (% of population),"Infant mortality rate (per 1,000 live births)",Life expectancy at birth (years),Population density (people per sq. km of land area),Unemployment (% of total labor force) (modeled ILO estimate)
United States,1970,200328340,223140018.0,0.1138714472450578,USA,North America,High income: OECD,18.4,9.5,7236.66,1070000000000.0,5234.3,,19.9,70.8073,22.3881,
United States,1980,223140018,248083732.0,0.11178503176422618,USA,North America,High income: OECD,15.9,8.8,9862.37,2860000000000.0,12574.8,,12.6,73.6098,24.809,
United States,1990,248083732,282398554.0,0.13831951705724904,USA,North America,High income: OECD,16.7,8.6,11713.3,5960000000000.0,23888.6,0.784729,9.4,75.2146,27.2545,
United States,2000,282398554,311182845.0,0.10192789797358523,USA,North America,High income: OECD,14.4,8.5,13671.1,10300000000000.0,36334.9,43.0792,7.1,76.6366,30.7973,3.992
United States,2010,311182845,324607776.0,0.043141616627356175,USA,North America,High income: OECD,13.0,7.995,13394.9,15000000000000.0,48466.8,71.69,6.2,78.5415,33.8157,9.633
United States,2015,324607776,,,USA,North America,High income: OECD,12.4,8.44,,18200000000000.0,56803.5,74.5542,5.8,78.6902,35.0637,5.28
Uruguay,1970,2790265,2953750.0,0.05859120907870758,URY,Latin America & Caribbean,High income: nonOECD,20.765,9.83,,2137100000.0,760.589,,48.4,68.616,16.0541,
Uruguay,1980,2953750,3117012.0,0.05527278882776132,URY,Latin America & Caribbean,High income: nonOECD,19.213,9.963,1003.98,10163000000.0,3485.99,,35.2,70.256,16.6575,
Uruguay,1990,3117012,3292224.0,0.05621152565341423,URY,Latin America & Caribbean,High income: nonOECD,18.294,9.79,1244.53,9298840000.0,2990.36,0.0,20.2,72.569,17.7671,
Uruguay,2000,3292224,3352651.0,0.018354461907816724,URY,Latin America & Caribbean,High income: nonOECD,16.329,9.417,2031.19,22823300000.0,6875.02,10.5391,14.8,74.731,18.9678,13.035
Uruguay,2010,3352651,3402818.0,0.01496338270819122,URY,Latin America & Caribbean,High income: nonOECD,14.332,9.324,2815.79,40284500000.0,11992.0,46.4,9.2,76.75,19.1937,7.158
Uruguay,2015,3402818,,,URY,Latin America & Caribbean,High income: nonOECD,14.134,9.44,,53274300000.0,15613.8,64.5708,7.6,77.369,19.495,7.488
Uzbekistan,1970,12011361,15947129.0,0.32767044467317236,UZB,Europe & Central Asia,Lower middle income,37.044,10.469,,,,,,62.392,28.3975,
Uzbekistan,1980,15947129,20579100.0,0.29045798776695164,UZB,Europe & Central Asia,Lower middle income,33.9,7.5,,,,,90.9,64.637,37.3737,
Uzbekistan,1990,20579100,24925554.0,0.21120719564995555,UZB,Europe & Central Asia,Lower middle income,33.7,6.1,2383.23,13360600000.0,651.419,0.0,59.5,66.481,48.2134,
Uzbekistan,2000,24925554,28614227.0,0.1479876034049233,UZB,Europe & Central Asia,Lower middle income,21.4025,5.50084,1780.46,13760500000.0,558.227,0.484347,52.4,67.156,57.9464,12.119
Uzbekistan,2010,28614227,30949417.0,0.08160940360192152,UZB,Europe & Central Asia,Lower middle income,22.7,4.9,1653.47,39332800000.0,1377.08,15.9,31.8,69.672,67.1425,5.36
Uzbekistan,2015,30949417,,,UZB,Europe & Central Asia,Lower middle income,23.5,4.9,,81847400000.0,2615.03,42.8,23.0,70.928,73.5752,5.15
Vanuatu,1970,87019,118156.0,0.35781840747422977,VUT,East Asia & Pacific,Lower middle income,42.035,11.957,,,,,77.4,54.451,7.00386,
Vanuatu,1980,118156,150882.0,0.27697281559971565,VUT,East Asia & Pacific,Lower middle income,39.12,9.052,,113423000.0,981.195,,52.1,59.961,9.48294,
Vanuatu,1990,150882,192074.0,0.2730080460227197,VUT,East Asia & Pacific,Lower middle income,36.084,7.117,,158397000.0,1080.67,0.0,29.3,64.721,12.024,
Vanuatu,2000,192074,245453.0,0.27790851442673137,VUT,East Asia & Pacific,Lower middle income,33.384,6.118,,272015000.0,1470.57,2.10834,24.1,67.363,15.1741,6.578
Vanuatu,2010,245453,276438.0,0.12623598000431854,VUT,East Asia & Pacific,Lower middle income,32.262,5.526,,700804000.0,2966.86,8.0,24.6,69.123,19.3774,5.636
Vanuatu,2015,276438,,,VUT,East Asia & Pacific,Lower middle income,30.814,5.45,,737917000.0,2721.64,22.3514,23.9,69.869,22.242,5.526
Vietnam,1970,41928849,52968270.0,0.2632893881728067,VNM,East Asia & Pacific,Lower middle income,36.404,11.512,,,,,54.1,59.563,133.352,
Vietnam,1980,52968270,66912613.0,0.26325841867215977,VNM,East Asia & Pacific,Lower middle income,31.965,7.228,53.9775,,,,46.5,67.542,166.77,
Vietnam,1990,66912613,79001142.0,0.18066143971989257,VNM,East Asia & Pacific,Lower middle income,28.561,6.36,95.2509,6471740000.0,95.1883,0.0,36.9,70.551,208.882,
Vietnam,2000,79001142,87411012.0,0.106452511787741,VNM,East Asia & Pacific,Lower middle income,17.429,5.651,286.621,31172500000.0,390.093,0.254248,23.5,73.025,256.897,2.26
Vietnam,2010,87411012,92191398.0,0.05468860147735162,VNM,East Asia & Pacific,Lower middle income,17.282,5.81,1022.43,116000000000.0,1317.89,30.65,18.5,74.837,283.703,1.114
Vietnam,2015,92191398,,,VNM,East Asia & Pacific,Lower middle income,17.259,6.126,,193000000000.0,2085.1,45.0,17.4,75.11,298.891,1.859
Zambia,1970,4281671,5720438.0,0.33602932126265656,ZMB,Sub-Saharan Africa,Lower middle income,49.41,15.919,,1825290000.0,436.769,,108.6,50.114,5.62163,
Zambia,1980,5720438,7686401.0,0.3436735089166249,ZMB,Sub-Saharan Africa,Lower middle income,47.912,13.862,1037.28,3829500000.0,654.411,,95.7,52.802,7.87181,
Zambia,1990,7686401,9891136.0,0.28683580260774844,ZMB,Sub-Saharan Africa,Lower middle income,45.725,15.711,761.866,3285220000.0,408.77,0.0,110.7,49.249,10.8111,
Zambia,2000,9891136,13792086.0,0.39438847064684984,ZMB,Sub-Saharan Africa,Lower middle income,45.271,17.929,597.545,3600680000.0,345.69,0.191072,95.1,44.0,14.0114,12.93
Zambia,2010,13792086,16248230.0,0.17808357633500835,ZMB,Sub-Saharan Africa,Lower middle income,41.194,10.051,590.549,20265600000.0,1489.46,10.0,52.8,55.655,18.3026,13.19
Zambia,2015,16248230,,,ZMB,Sub-Saharan Africa,Lower middle income,37.95,7.169,,21154400000.0,1332.19,21.0,44.5,61.737,21.3607,7.446
Zimbabwe,1970,5202918,7049926.0,0.3549946395465006,ZWE,Sub-Saharan Africa,Low income,47.319,11.537,,1884206300.0,356.23,,73.2,56.913,13.6727,
Zimbabwe,1980,7049926,10113893.0,0.43460981008878674,ZWE,Sub-Saharan Africa,Low income,45.345,9.717,944.17,6678870000.0,901.499,,68.5,59.731,19.1512,
Zimbabwe,1990,10113893,11834676.0,0.17014051859160464,ZWE,Sub-Saharan Africa,Low income,36.218,9.074,865.379,8783820000.0,841.973,0.0,51.9,58.1,26.9676,
Zimbabwe,2000,11834676,12839771.0,0.08492796929970875,ZWE,Sub-Saharan Africa,Low income,31.776,16.534,897.868,6689960000.0,563.058,0.401434,58.4,44.649,30.7134,5.703
Zimbabwe,2010,12839771,14154937.0,0.10242908537854764,ZWE,Sub-Saharan Africa,Low income,36.464,13.679,606.644,12041700000.0,948.332,6.4,53.1,50.64,32.8234,5.122
Zimbabwe,2015,14154937,,,ZWE,Sub-Saharan Africa,Low income,33.981,8.673,,19963100000.0,1445.07,22.7428,38.5,59.534,35.7106,5.438
